x,y,Temperature
0.000000000000000000e+00,0.000000000000000000e+00,2.899017983909133633e+01
4.000000000000000222e-01,0.000000000000000000e+00,8.350982016090866011e+01
4.000000000000000222e-01,1.499999999999999944e-01,6.305164458116421855e+01
4.000000000000000222e-01,2.999999999999999889e-01,1.800000000000000000e+02
0.000000000000000000e+00,2.999999999999999889e-01,1.800000000000000000e+02
